,Unnamed: 0,price,location,sqm,extra,text,link,rooms,Épület típusa,Közös költség,Fűtés,Minimum bérlési idő,Berendezés,Emelet,Lift,Kilátás,Erkélyek száma,Min. bérlési idő,Energiatanúsítvány,Ház jellege,Ingatlan állapota,Komfort fokozat,Parkolási lehetőség,Épület szintjei,Rezsi költség,Beköltözhető,Mosógép van,Építés éve,Melegvíz,Konyhai szellőzés,Tájolás,Belmagasság,Közös költségben,Városrész,Különnyíló szoba,Amerikai konyha,Gyermekbarát,Hall,Kisállat,Kábeltévé szolgáltató,Kaució,Diákoknak,Hónapokra is,Bérleti díj hónapokra,Kaució hónapokra,Társasház neve,Dohányzás
430,430,1065000,"Vas Gereben utca Budapest, XII. kerület",175,"{'Épület típusa': 'Lakás', 'Városrész': 'Németvölgy', 'Közös költség': '30 000 Ft/hó', 'Fűtés': 'Cirkó', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '5', 'Emelet': '1', 'Kilátás': 'Kertre néző', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Gyermekbarát': 'Igen', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Kis társasház', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Triplakomfortos', 'Parkolási lehetőség': 'Zárható garázs', 'Épület szintjei': '3', 'Közös költségben': 'Parkfenntartás, Szemétszállítás'}","
Lakás jellemzők: Fürdőkád, Terasz, Zuhanyzó, Duplex Felszereltség: Klíma, Nagy terasz Részletek
Vas Gereben utcában 4 lakásos villaépület 1. emeletén hosszú távra kiadó belső kétszintes 175 nm-es, teraszos, 5 szobás lakás. Bejárati szinten nappali, konyha, étkező, dolgozó szoba, kamra és vendégmosdó található. Emeleti szinten 3 külön nyíló hálószoba, 2 fürdőszoba (egyik kádas és zuhanyzós, másik zuhanyzós, mindkettőben wc is van, valamint tágas terasz kapott helyet. Bútorozott és gépesített, nappali és szülői hálószoba klímás. Nappaliban hangulatos fa kandallóval. A lakáshoz tartozik egy garázs és további 2 gépkocsi beálló az udvarban. Közös költség: 30,000 Ft/hó. Rezsi fogyasztás szerint fizetendő. Villamosmegálló 1-2 perc, buszmegálló 4 perc sétára. 2 havi kaució szükséges. 
",https://www.alberlet.hu/kiado_alberlet/budapest-XII-kerulet-vas-gereben-utca-175m2-5-szoba_736287,5.0,Lakás,30 000 Ft/hó,Cirkó,Legalább 1 év,"Berendezett, gépesített",1,,Kertre néző,1,Legalább 1 év,Nem adott,Kis társasház,Felújított,Triplakomfortos,Zárható garázs,3,,,Igen,,,,,,"Parkfenntartás, Szemétszállítás",Németvölgy,5,,Igen,,,,,,,,,,
431,431,256000,"Szív utca Budapest, VI. kerület",45,"{'Épület típusa': 'Lakás', 'Közös költség': '26 000 Ft/hó', 'Rezsi költség': '50 000 Ft/hó', 'Fűtés': 'Egyéb', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-05-05', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '2', 'Lift': 'Van', 'Kilátás': 'Utcai', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Komfortos'}","
Részletek
45 nm-es lakás kiadó, 1 hálószoba+nappalis, teljesen bútorozott és jól felszerelt erkélyes lakás. A lakás a Szív utcára néz, tágas és világos. A fűtés házközponti, külön mérőórás. Az ár tartalmazza a parkolóhelyet.

Bérleti ár = 650 Euro/hó
Közös költség = 25640 Ft/hó
Rezsi költség = 50000 Ft
Kaució = 2 havi bérleti ár

Elérhető = 2024-05-05

Bővebb információért vagy az ingatlan megtekintéséért forduljon hozzám bizalommal!
Hivatkozási szám: AP000258
",https://www.alberlet.hu/kiado_alberlet/budapest-VI-kerulet-sziv-utca-45m2-2-szoba_727586,2.0,Lakás,26 000 Ft/hó,Egyéb,Legalább 1 év,"Berendezett, gépesített",2,Van,Utcai,1,Legalább 1 év,Nem adott,,Felújított,Komfortos,,,50 000 Ft/hó,2024-05-05,,,,,,,,,,,,,,,,,,,,,
432,432,473000,"Garibaldi utca Budapest, V. kerület",90,"{'Épület típusa': 'Lakás', 'Városrész': 'Lipótváros', 'Közös költség': '80 000 Ft/hó', 'Rezsi költség': '50 000 Ft/hó', 'Fűtés': 'Cirkó', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '2', 'Emelet': '3', 'Lift': 'Van', 'Kilátás': 'Udvari, világos', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Társasház', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Duplakomfortos', 'Konyhai szellőzés': 'Elszívó', 'Épület szintjei': '6', 'Közös költségben': 'Épület takarítás, Portaszolgálat, Lift üzemeltetés'}","
Lakás jellemzők: Design bútorok, Külön étkező, Mosogatógép, Terasz, Zuhanyzó, Biztonsági ajtó Épület jellemzők: Felújított épület, Felújított homlokzat, Felújított lépcsőház, Fűtött garázslejáró Felszereltség: 2 fürdő, Klíma Részletek
Parlament szomszédságában kiadó egy modern bútorokkal berendezett csendes lakás.

Az ingatlan egy portaszolgálatos luxus színvonalon felújított patinás épület 4.emeletén helyezkedik el.

Elosztása: tágas nappali, 2 külön nyíló hálószoba, jól felszerelt, gépesített konyha, 2 fürdőszoba, saját teraszrész a folyosón.

Azonnal költözhető 2 havi kaucióval kisállat nélkül
Környék: Dunához közel, Parlament
Közlekedés: Metro 2 piros
Közlekedés egyéb: 2-es villamos
",https://www.alberlet.hu/kiado_alberlet/budapest-V-kerulet-garibaldi-utca-90m2-3-szoba_714877,3.0,Lakás,80 000 Ft/hó,Cirkó,Legalább 1 év,"Berendezett, gépesített",3,Van,"Udvari, világos",1,Legalább 1 év,Nem adott,Társasház,Felújított,Duplakomfortos,,6,50 000 Ft/hó,,Igen,,,Elszívó,,,"Épület takarítás, Portaszolgálat, Lift üzemeltetés",Lipótváros,2,,,,,,,,,,,,
433,433,290000,"Kaptárkő utca Budapest, XI. kerület",74,"{'Épület típusa': 'Lakás', 'Közös költség': '17 000 Ft/hó', 'Rezsi költség': '20 000 Ft/hó', 'Fűtés': 'Távfűtés', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-20', 'Berendezés': 'Részben berendezett', 'Különnyíló szoba': '3', 'Emelet': '2', 'Lift': 'Van', 'Kilátás': 'Utcai, csendes', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Utcán ingyenes', 'Épület szintjei': '10+'}","
Felszereltség: Klíma Részletek
Hosszútávra kiadó a XI. kerületben, a Kaptárkő utcában egy 74 nm-es, 2+1 félszobás lakás.

Az ingatlan FELÚJÍTOTT, RÉSZBEN BÚTOROZOTT, GÉPESÍTETLEN.
Mindhárom szobája KÜLÖN NYÍLÓ, világos, tágas, utcára néző kilátással.
KLÍMÁVAL felszerelt.
A fürdőszoba(zuhanyzós) és a mellékhelyiség külön légtérben található.

Közös költség 17.500 Ft/hó.

2 havi kaució és egy havi lakbér ellenében AZONNAL költözhető.
",https://www.alberlet.hu/kiado_alberlet/budapest-XI-kerulet-kaptarko-utca-74m2-3-szoba_744831,2.5,Lakás,17 000 Ft/hó,Távfűtés,Legalább 1 év,Részben berendezett,2,Van,"Utcai, csendes",,Legalább 1 év,Nem adott,,Felújított,Összkomfortos,Utcán ingyenes,10+,20 000 Ft/hó,2024-04-20,,,,,,,,,3,,,,,,,,,,,,
434,434,330000,"Kertész utca Budapest, VII. kerület",56,"{'Épület típusa': 'Lakás', 'Városrész': 'Erzsébetváros', 'Közös költség': '16 000 Ft/hó', 'Rezsi költség': '26 000 Ft/hó', 'Fűtés': 'Gázkazán', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-05-01', 'Berendezés': 'Berendezett, új bútorok', 'Különnyíló szoba': '2', 'Emelet': '3', 'Lift': 'Van', 'Kilátás': 'Udvari', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Épület szintjei': '5'}","
Részletek
VII. kerületi, a Kertész utcában, Király utcához közel, közvetlenül a Liszt Ferenc Zene Akadémia szomszédságában, hosszabb távra kiadó egy 60 nm-es, 3. emeleti, liftes házban, amerikai konyhás nappali és 2 hálószobás lakás.
A lakás teljesen bútorozott, gépesített, összkomportos.
A lakás és a ház is nem régen volt felújítva, ezért nagyon szép belül és kivül is.
A lakás hiába a belvárosban, nagyon csendes és tömegközlekedés szempontjából nagyon jó helyen van: közel a M1-es metró, a 4-6-os villamos.
A közös költség elég alacsony: csak 16000 Ft/hó.
A lakás május 01.-tól bérelhető és minimum egy évre, két havi kaucióval.
A dohányzás és házi állatok nem megengedett a lakásban.
Ideális kettő főnek vagy egy párnak.
Bérleti díj: 330 000 Ft + rezsi/hó.
",https://www.alberlet.hu/kiado_alberlet/budapest-VII-kerulet-kertesz-utca-56m2-3-szoba_744799,2.5,Lakás,16 000 Ft/hó,Gázkazán,Legalább 1 év,"Berendezett, új bútorok",3,Van,Udvari,,Legalább 1 év,Nem adott,,Felújított,Összkomfortos,,5,26 000 Ft/hó,2024-05-01,,,,,,,,Erzsébetváros,2,,,,,,,,,,,,
435,435,245000,"Váradi utca Budapest, III. kerület",45,"{'Épület típusa': 'Lakás', 'Városrész': 'Aquincum', 'Fűtés': 'Gáz, konvektor', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-03-30', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '1', 'Emelet': '2', 'Kilátás': 'Utcai', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Kis társasház', 'Ingatlan állapota': 'Felújított', 'Parkolási lehetőség': 'Utcán ingyenes', 'Épület szintjei': '3'}","
Részletek
Kiadó a III. kerület, Váradi utcában 2 KÜLÖN NYÍLÓ SZOBÁS, 45 NM-ES, BÚTOROZOTT, GÉPESÍTETT LAKÁS!

Az ingatlan rendezett, csendes 3 emeletes ház 2. emeletén található. Lift nincsen.
Fűtéséről gáz konvektor gondoskodik.

ERKÉLYES, 2 NM! A hegyekre néző 2,5 m2 erkély a nappaliból nyílik.

A lakás Óbuda központi helyén található, a ház tömegközlekedéssel könnyen megközelíthető.
Budai fonódó villamosok (17, 19, 41) a ház előtt állnak meg (Margit híd), az 1-es villamos (Árpád híd, M3, Margitsziget, Szentendrei hév) az utca végén.

Közös költség: 20.000 Ft/hó.


Stop Shopban és a GoBudában éttermek, kávézók, pékség, mozi, Spar gyalog pár percen belül elérhető. Minden hétvégén őstermelői piac a közelben.

A lakásba állandó lakcímes bejelentkezésre nincs lehetőség, így a ház előtti parkolás egész hétvégén illetve hétköznap este 6 és reggel 8 óra között ingyenes csak.

2 havi kaucióval és egy havi bérleti díjnak megfelelő összeggel AZONNAL KÖLTÖZHETŐ!
",https://www.alberlet.hu/kiado_alberlet/budapest-III-kerulet-varadi-utca-45m2-2-szoba_744191,2.0,Lakás,,"Gáz, konvektor",Legalább 1 év,"Berendezett, gépesített",2,,Utcai,1,Legalább 1 év,Nem adott,Kis társasház,Felújított,,Utcán ingyenes,3,,2024-03-30,,,,,,,,Aquincum,1,,,,,,,,,,,,
436,436,300000,"Marina  Budapest, XIII. kerület",43,"{'Épület típusa': 'Lakás', 'Közös költség': '20 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '3', 'Lift': 'Van', 'Kilátás': 'Parkra néző', 'Erkélyek száma': '1', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': '2000 után épült (Újszerű)', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Tájolás': 'Északnyugat', 'Épület szintjei': '8'}","
Lakás jellemzők: Fürdőkád Részletek
XIII. kerületben a Danubius utcában kiadó egy 2 szobás, 43nm-es lakás hosszútávra!

MARINA PARTON egy 8 szintes liftes társasház 3.emeletén helyezkedik el az ingatlan, kertre néző kilátással. A lakás bútorozott és gépesített.
A lakás elosztása: előtér, amerikai konyhás nappali, hálószoba, kádas fürdő és WC.


Közvetlen közelben a DUNA(PART), a környék csendes és rengeteg szabadidős tevékenységre alkalmas.

Parkolás az utcán megoldható vagy a társasházban, ahol általában bérelhető teremgarázs hely, de a lakáshoz külön nem tartozik parkoló.

Bérleti díj: 300.000 ft/hó
Közös költség: 20.000 ft/hó 

A lakás 2 havi kaució és 1 havi bérleti díj ellenében AZONNAL KÖLTÖZHETŐ!
",https://www.alberlet.hu/kiado_alberlet/budapest-XIII-kerulet-marina--43m2-2-szoba_744017,2.0,Lakás,20 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,"Berendezett, gépesített",3,Van,Parkra néző,1,Legalább 1 év,Nem adott,2000 után épült (Újszerű),Felújított,Összkomfortos,Fizetős parkoló övezet,8,,,,,,,Északnyugat,,,,,Van,,,,,,,,,,,
437,437,1774000,"Pasaréti tér Budapest, II. kerület",160,"{'Épület típusa': 'Lakás', 'Városrész': 'Pasarét', 'Fűtés': 'Cirkó', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-03-11', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '3', 'Emelet': '3', 'Lift': 'Van', 'Kilátás': 'Panorámás', 'Erkélyek száma': '2', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Kis társasház', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Duplakomfortos', 'Parkolási lehetőség': 'Mélygarázs', 'Épület szintjei': '3'}","
Lakás jellemzők: Fürdőkád, Zuhanyzó Részletek
Panorámás Penthouse lakás nagy terasszal                           
Pasaréti tér közelében lévő csendes mellékutcában újépítésű társasház legfelső emeletén, parkosított kertben 160 nm-es amerikai konyhás nappali + 3 hálószobás, 2 fürdőszobás luxuslakás nagy teraszokkal és 2 gépkocsi részére garázzsal minimum egy évre kiadó. Bútorozva, gépesítve vagy bútor nélkül is, igényes bérlő részére. Reprezentatív elhelyezkedésének köszönhetően autóval és tömegközlekedéssel egyaránt könnyen megközelíthető. A lakás minden szobája panorámás, napfényes, világos. A nappali és a szülői háló előtti teraszon jacuzzi, A  másik két hálószoba és dolgozó vagy könyvtárszoba előtt másik panorámás terasz található. A lakásban 2 kádas fürdőszoba, egy mosókonyha, egy vendég WC kézmosóval és egy gőzfürdő is található. Az utcában ingyenes parkolás. A társasház igényes kivitelű, a személyi és a gépjármű bejárást automataműködtetésű, videotelefonos kapu biztosítja. A közelben étkezési- és bevásárlási lehetőség, posta, és gyógyszertár, iskola, óvoda. A lakáshoz tároló is tartozik. Kérésre alaprajzot küldünk.                         

",https://www.alberlet.hu/kiado_alberlet/budapest-II-kerulet-pasareti-ter-160m2-4-szoba_581563,4.0,Lakás,,Cirkó,Legalább 1 év,"Berendezett, gépesített",3,Van,Panorámás,2,Legalább 1 év,Nem adott,Kis társasház,Felújított,Duplakomfortos,Mélygarázs,3,,2024-03-11,Igen,,,,,,,Pasarét,3,Van,,,,,,,,,,,
438,438,350000,"Bajnok utca Budapest, VI. kerület",65,"{'Épület típusa': 'Lakás', 'Fűtés': 'Elektromos', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '2', 'Kilátás': 'Utcai', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Komfort fokozat': 'Komfortos', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '3'}","
Részletek
VI. kerület frekventált részén, a Kodály körönd és az Andrássy út közelében, a B A J N O K  UTCÁBAN kiadó egy 65 négyzetméteres, két szobás, világos, tágas lakás.

A lakás jellemzői:
- Tágas nappali: Élvezze a világos és tágas amerikai-konyhás nappalit, amely tökéletes vendégek szórakoztatására vagy egy hosszú nap utáni pihenésre.
- Nyugodt hálószoba: vonuljon vissza a nyugodt hálószobába, ahonnan kilátás nyílik a békés belső udvarra, biztosítva a nyugodt éjszakai alvást, távol a nyüzsgéstől. A szobából közvetlenül elérhető egy járható gardróbszoba, ahol beépítésre került a mosógép is, amely így nem foglal helyet és nincsen szem előtt a fürdőszobában.
- Teljesen felszerelt konyha: Főzzön könnyedén a modern konyhai felszerelések segítségével, beleértve a teljesen gépesített konyhát és minden alapvető felszerelést.
- Felújított fürdőszoba: Kényeztesd magad a stílusosan felújított fürdőszobában, minden szükséges kényelmi felszereléssel.
- Kényelmes parkolás: Könnyen talál parkolóhelyet a szomszédos utcákban, ezzel biztosítva Önnek és vendégeinek a problémamentes megközelíthetőséget.
- Kiváló elhelyezkedés: Fedezze fel könnyedén a nyüzsgő környéket, mivel a metróállomás, a buszmegállók, a Városliget, a Westend bevásárlóközpont és a városközpont mind gyalogosan elérhető.

Közös Ktg.: 20.100 Ft (2 főre és a vizet tartalmazza)
Áramfogyasztás: Jellemzően 40.000-45.000 Ft (fűtéssel együtt)
TV és internet díjak: kb. 10.000 Ft
Kisállat nem hozható.

Az ingatlan minimum 1 évre kiadó 2 havi kaucióval.
Bérleti díj: 350 000 Ft/hó
Hétvégén  is hívhat!

",https://www.alberlet.hu/kiado_alberlet/budapest-VI-kerulet-bajnok-utca-65m2-2-szoba_744080,2.0,Lakás,,Elektromos,Legalább 1 év,"Berendezett, gépesített",2,,Utcai,,Legalább 1 év,Nem adott,,,Komfortos,Fizetős parkoló övezet,3,,,,,,,,,,,,,,,,,,,,,,,
439,439,220000,"Losonci utca Budapest, VIII. kerület",54,"{'Épület típusa': 'Lakás', 'Városrész': 'Józsefváros – Losoncinegyed', 'Közös költség': '14 000 Ft/hó', 'Rezsi költség': '20 000 Ft/hó', 'Fűtés': 'Távfűtés', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-12', 'Berendezés': 'Üres, gépesített', 'Különnyíló szoba': '2', 'Emelet': '9', 'Lift': 'Van', 'Kilátás': 'Utcai, világos', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'A+', 'Ház jellege': 'Lakótelepi', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Melegvíz': 'Távfűtés', 'Konyhai szellőzés': 'Ablak', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Tájolás': 'Kelet', 'Épület szintjei': '10', 'Kábeltévé szolgáltató': 'Vodafone', 'Közös költségben': 'Épület takarítás, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Külön WC, Zuhanyzó, Redőny, Szúnyogháló, Műanyag ablak Épület jellemzők: Felújított épület, Lépcsőházas Felszereltség: Klíma Részletek
A Pázmány Péter Katolikus Egyetem közelében kiadó egy FRISSSEN FELÚJÍTOTT 54nm 2 szobás ERKÉLYES, KLIMATIZÁLT ingatlan!
K-i tájolású, NAPFÉNYES, utcára/térre néző erkélyes nappali, hálószoba, ablakos étkezőkonyha, zuhanyzókabinos fürdőszoba, különnyíló mosdó az előszobában vadonat új beépítettszekrény segíti a tárolást.
Az ingatlan bútorozatlan, gépesítésként új mosógép van a fürdőben.
A konyhában szintén új beépített konyhaszekrény, gáztűzhely, asztal és két narancsszínű modern szék került elhelyezésre. Hűtőszekrény nincs.
A lakóház panelprogramban vett részt. A fűtőtesteken egyedi mérőórák lettek felszerelve.
Közös költség: 14.020,- Ft.
A rezsi: a fűtés és a víz felmelegítés: 8.000,- Ft/hó. A gáz alapdíj: 2.500,- Ft/hó.
Az áram és a hideg víz-csatorna díja egyedi fogyasztás szerint mért.
Internet szolgáltató: Vodafone.
Az ingatlan minimum évre kiadó.
A bérleti díjon felül 2 havi kaució szükséges.
Kisállat tartása és a dohányzás nem engedett.
Fiatal pár vagy egyedülálló személy  részére alkalmas.
Közelben a 9, 99 busz, 72, 83 troli, 24, 28 villamos.
A Nagykörút 4-6 villamos pár percre. M3, M4 metró gyorsan elérhető.
Egyetemek közelsége valamint a város bármely része, könnyen és gyorsan elérhető.
Kálvin tér, Nagyvárad tér, Corvin negyed, 32-ek tere pár percre.

Környék: Corvin negyed
Környék egyéb: Losonci tér, Baross utca, Kálvária tér
Közlekedés: 4-es 6-os villamos, Metro 3 kék
Közlekedés egyéb: 9, 99 busz, 72, 83 troli
",https://www.alberlet.hu/kiado_alberlet/budapest-VIII-kerulet-losonci-utca-54m2-2-szoba_744428,2.0,Lakás,14 000 Ft/hó,Távfűtés,Legalább 1 év,"Üres, gépesített",9,Van,"Utcai, világos",1,Legalább 1 év,A+,Lakótelepi,Felújított,Összkomfortos,Fizetős parkoló övezet,10,20 000 Ft/hó,2024-04-12,Igen,,Távfűtés,Ablak,Kelet,,"Épület takarítás, Szemétszállítás, Lift üzemeltetés",Józsefváros – Losoncinegyed,2,,,,,Vodafone,,,,,,,
